Ngày,Giá đóng cửa,Giá mở cửa,Giá cao nhất,Giá thấp nhất
25/03/2015,"28,178","28,236","28,295","28,119"
24/03/2015,"28,236","28,236","28,295","28,119"
23/03/2015,"28,236","28,412","28,704","28,178"
20/03/2015,"28,412","28,704","28,762","28,412"
19/03/2015,"28,704","28,879","28,938","28,529"
18/03/2015,"28,821","28,821","28,879","28,762"
17/03/2015,"28,821","28,821","28,879","28,704"
16/03/2015,"28,762","28,938","28,996","28,587"
13/03/2015,"28,996","28,996","29,172","28,938"
12/3/2015,"28,996","28,821","29,172","28,821"
11/3/2015,"28,821","29,055","29,055","28,762"
10/3/2015,"29,055","28,938","29,172","28,879"
9/3/2015,"29,055","29,172","29,522","28,996"
6/3/2015,"29,172","29,230","29,815","29,172"
5/3/2015,"29,815","29,815","30,107","29,522"
4/3/2015,"30,107","30,399","30,399","29,815"
3/3/2015,"30,399","29,172","30,692","29,172"
2/3/2015,"29,172","28,996","29,230","28,938"
27/02/2015,"28,938","29,230","29,230","28,938"
26/02/2015,"29,172","29,230","29,522","28,762"
25/02/2015,"29,230","29,815","30,107","29,230"
24/02/2015,"30,107","29,815","30,107","29,230"
13/02/2015,"29,522","29,230","30,107","29,230"
12/2/2015,"29,230","28,587","29,230","28,529"
11/2/2015,"28,353","27,710","28,353","27,593"
10/2/2015,"27,593","27,769","27,886","27,593"
9/2/2015,"27,652","27,418","27,769","27,418"
6/2/2015,"27,418","27,476","27,593","27,359"
5/2/2015,"27,359","27,301","27,476","27,301"
4/2/2015,"27,418","27,652","27,652","27,184"
3/2/2015,"27,418","27,886","27,944","27,418"
2/2/2015,"27,886","28,061","28,119","27,886"
30/01/2015,"28,061","27,886","28,295","27,827"
29/01/2015,"27,827","27,827","27,944","27,710"
28/01/2015,"27,827","27,827","28,061","27,769"
27/01/2015,"28,061","28,178","28,236","27,710"
26/01/2015,"28,178","28,353","28,587","28,061"
23/01/2015,"28,061","27,710","28,061","27,652"
22/01/2015,"27,535","27,710","27,710","27,535"
21/01/2015,"27,535","27,535","27,710","27,535"
20/01/2015,"27,535","27,710","27,827","27,535"
19/01/2015,"27,652","27,652","28,002","27,593"
16/01/2015,"27,652","27,710","27,710","27,476"
15/01/2015,"27,710","27,535","27,769","27,359"
14/01/2015,"27,535","27,710","27,710","27,476"
13/01/2015,"27,535","27,593","27,827","27,418"
12/1/2015,"27,652","27,944","28,178","27,652"
9/1/2015,"27,944","28,061","28,412","27,944"
8/1/2015,"28,061","27,886","28,295","27,886"
7/1/2015,"27,886","27,944","28,061","27,769"
6/1/2015,"27,944","27,710","27,944","27,652"
5/1/2015,"27,827","27,886","27,886","27,652"
